upper|lower|rain|month|yr|monthF
733|7.5|5|0|1|1989|1
734|7.5|1.3|0|1|1989|1
735|9|4.3|1.2|1|1989|1
736|10|1.5|0.3|1|1989|1
737|10.8|3.3|4|1|1989|1
738|9.5|5|0|1|1989|1
739|11|7.5|0|1|1989|1
740|9.8|8.5|0.1|1|1989|1
741|10.5|3.8|0.5|1|1989|1
742|6.8|-3.3|0|1|1989|1
743|9.5|0.5|0.4|1|1989|1
744|9|-1.3|4.7|1|1989|1
745|12|5|5.2|1|1989|1
746|9|5|0|1|1989|1
747|10.5|7.8|0|1|1989|1
748|9.8|7.3|2|1|1989|1
749|9.5|3.8|0.6|1|1989|1
750|6|-4.5|0|1|1989|1
751|2.3|-3|0|1|1989|1
752|7.9|1.8|4.4|1|1989|1
753|8.8|0.5|3.1|1|1989|1
754|8.3|0.8|0|1|1989|1
755|11|6.3|0|1|1989|1
756|7.5|2.3|0|1|1989|1
757|4.9|2|0|1|1989|1
758|9.8|4.8|0|1|1989|1
759|11|7|0|1|1989|1
760|9.5|-3.5|3.5|1|1989|1
761|7.3|-2.5|0.1|1|1989|1
762|8.8|2.3|0|1|1989|1
763|7.3|0.5|0|2|1989|2
764|3.8|-3.8|0|2|1989|2
765|5.5|-1.5|0|2|1989|2
766|10|2|0.1|2|1989|2
767|11.3|8.3|0.8|2|1989|2
768|11.8|9|0|2|1989|2
769|14.3|8.3|0|2|1989|2
770|11.3|2.8|0|2|1989|2
771|11.8|0.3|0|2|1989|2
772|11|4|0|2|1989|2
773|8.5|-4|0.1|2|1989|2
774|10.8|2|0.4|2|1989|2
775|10.5|0.3|0|2|1989|2
776|10.3|3.8|1.6|2|1989|2
777|9.3|5.5|0|2|1989|2
778|11|1|2.1|2|1989|2
779|6.5|-2.2|7.1|2|1989|2
780|12|4|6.5|2|1989|2
781|12.8|10.3|0.9|2|1989|2
782|12.3|5|1.3|2|1989|2
783|9.3|-1.3|0|2|1989|2
784|10|2.5|0.9|2|1989|2
785|8.5|-0.3|4.2|2|1989|2
786|8|3|4.8|2|1989|2
787|4.8|0.5|6.7|2|1989|2
788|5.5|0.5|10.8|2|1989|2
789|8.3|1|5.5|2|1989|2
790|9|0.5|0.7|2|1989|2
791|8.8|3.8|0|3|1989|3
792|9|2.3|2.4|3|1989|3
793|11.8|5.5|14.1|3|1989|3
794|10|3.5|0.5|3|1989|3
795|12.3|8.8|1|3|1989|3
796|14.5|7.5|0|3|1989|3
797|16.8|6.8|1.1|3|1989|3
798|8.8|-0.5|0|3|1989|3
799|9.6|5.6|0.6|3|1989|3
800|10.8|8.8|1.1|3|1989|3
801|11.5|7|2.5|3|1989|3
802|10.8|-0.5|0|3|1989|3
803|9.8|5.5|0.6|3|1989|3
804|10.8|4.3|0|3|1989|3
805|10.5|5.8|8.4|3|1989|3
806|12|3.8|7.2|3|1989|3
807|6|2.3|11.2|3|1989|3
808|8.3|-5|0|3|1989|3
809|10.5|2.8|1.6|3|1989|3
810|12|4.3|3.7|3|1989|3
811|10.5|0.8|12.6|3|1989|3
812|11.5|4.8|1.8|3|1989|3
813|12.8|0.8|1.1|3|1989|3
814|11.3|5.8|0.8|3|1989|3
815|13.5|2.5|0.2|3|1989|3
816|11|6.5|0|3|1989|3
817|16.5|5.8|0|3|1989|3
818|18.5|9|0|3|1989|3
819|17.5|7.3|0|3|1989|3
820|14.5|5|0|3|1989|3
821|17.3|2.3|0|3|1989|3
822|18.8|5.8|0|4|1989|4
823|14.3|7.3|3|4|1989|4
824|12.3|3.3|1.9|4|1989|4
825|8.3|1.3|0|4|1989|4
826|6.5|0.5|10.6|4|1989|4
827|2.8|0.3|13|4|1989|4
828|8.5|2.3|2|4|1989|4
829|11|0.5|0.6|4|1989|4
830|12|-2|0|4|1989|4
831|14|8.3|0.8|4|1989|4
832|13|6.3|2.7|4|1989|4
833|12.5|3.8|12.8|4|1989|4
834|13.4|4.5|1.4|4|1989|4
835|13|3.5|0|4|1989|4
836|12.8|-0.5|0|4|1989|4
837|13.8|8.5|0|4|1989|4
838|11.3|6.3|3.6|4|1989|4
839|8|-1.5|0.4|4|1989|4
840|12.3|0.8|0|4|1989|4
841|11|6.5|0|4|1989|4
842|10.3|2|0.8|4|1989|4
843|11|2.3|0.3|4|1989|4
844|11.5|5.8|0|4|1989|4
845|13|3.5|0|4|1989|4
846|6|0.5|10.3|4|1989|4
847|7.5|-1.3|1.4|4|1989|4
848|10.3|4|6|4|1989|4
849|10.5|0.5|1.6|4|1989|4
850|13.1|5.8|1|4|1989|4
851|10|5|0.2|4|1989|4
852|14|9|0.5|5|1989|5
853|16|9.5|0|5|1989|5
854|19.8|5|0|5|1989|5
855|23|8|0|5|1989|5
856|24|6|0|5|1989|5
857|25|9|0|5|1989|5
858|17.5|1.8|0|5|1989|5
859|19.3|3.3|0|5|1989|5
860|22|4|0|5|1989|5
861|19|4.3|0|5|1989|5
862|17|9|0|5|1989|5
863|16|6|0.6|5|1989|5
864|13.3|6|2|5|1989|5
865|15|8|0.1|5|1989|5
866|16.8|6|0|5|1989|5
867|19.8|8|0|5|1989|5
868|19.5|7.5|0|5|1989|5
869|21.5|8|0|5|1989|5
870|24|8.5|0|5|1989|5
871|24.3|9.5|0|5|1989|5
872|24.7|11.5|0|5|1989|5
873|26|12.8|0.9|5|1989|5
874|25.3|12|0|5|1989|5
875|28|14.8|0|5|1989|5
876|26.5|12.3|16.5|5|1989|5
877|18.8|9.8|0|5|1989|5
878|19.3|5.8|0|5|1989|5
879|19|5|0|5|1989|5
880|21|9.3|0|5|1989|5
881|20.8|9|0|5|1989|5
882|16.3|-0.3|0|5|1989|5
883|14.8|6.8|0.1|6|1989|6
884|14|3|3.8|6|1989|6
885|15|2.5|0|6|1989|6
886|14.8|2.5|0|6|1989|6
887|15.8|1.8|0|6|1989|6
888|16.5|8.8|1.9|6|1989|6
889|11.5|9|2.9|6|1989|6
890|15.5|4.5|3.5|6|1989|6
891|15|7.5|1.6|6|1989|6
892|18.3|9|0.3|6|1989|6
893|20|7.8|0|6|1989|6
894|24.5|15.5|0|6|1989|6
895|27.3|13.5|0|6|1989|6
896|26.8|12.8|0|6|1989|6
897|26|14.5|0|6|1989|6
898|27|10.3|0|6|1989|6
899|26.8|9.5|0|6|1989|6
900|27.5|8.3|0|6|1989|6
901|27.3|11.3|0|6|1989|6
902|29.3|11|0|6|1989|6
903|29.5|13|0|6|1989|6
904|22.5|12.8|0|6|1989|6
905|20.5|9|0|6|1989|6
906|24.5|9.5|0|6|1989|6
907|24.5|9|0|6|1989|6
908|25.5|10.3|0|6|1989|6
909|22.5|12.8|6.3|6|1989|6
910|17.8|8|1.4|6|1989|6
911|16.8|11.5|3.4|6|1989|6
912|19.3|6.5|0.6|6|1989|6
913|20.3|14.3|3.4|7|1989|7
914|18|9|0|7|1989|7
915|20|8|0|7|1989|7
916|24|8.5|0|7|1989|7
917|25.5|12.5|0|7|1989|7
918|28.3|15|0|7|1989|7
919|30.3|17.8|14|7|1989|7
920|20.8|15.8|6.1|7|1989|7
921|23.5|14.3|22.5|7|1989|7
922|18.3|13.8|1.3|7|1989|7
923|23|15.8|0|7|1989|7
924|25.8|12.8|0|7|1989|7
925|22.5|11|0|7|1989|7
926|23.5|9.5|0|7|1989|7
927|22.5|9|0|7|1989|7
928|26.5|12.8|0|7|1989|7
929|25.5|11|0|7|1989|7
930|27.3|11.8|0|7|1989|7
931|25|9.8|0|7|1989|7
932|27.1|10.5|0|7|1989|7
933|29.5|13.5|0|7|1989|7
934|31|18|0|7|1989|7
935|33.5|17|5.5|7|1989|7
936|31.3|15.8|0|7|1989|7
937|29.5|13|0|7|1989|7
938|28.5|17|0|7|1989|7
939|24.3|11|0|7|1989|7
940|23.8|13.5|0|7|1989|7
941|24.3|10.8|0|7|1989|7
942|24.5|16|4.3|7|1989|7
943|20|10|0.4|7|1989|7
944|17.5|8.5|0.4|8|1989|8
945|21.5|8.8|0|8|1989|8
946|22.5|10.8|0|8|1989|8
947|24.5|8.8|0|8|1989|8
948|25|7|0|8|1989|8
949|27|9.3|0|8|1989|8
950|28.3|14.3|0|8|1989|8
951|25.5|13.8|0|8|1989|8
952|25.5|12.5|0|8|1989|8
953|24.3|15.8|27.5|8|1989|8
954|21|13.3|4.5|8|1989|8
955|22.8|14.8|0.4|8|1989|8
956|22.8|12.3|0|8|1989|8
957|21.3|12.8|5|8|1989|8
958|22.8|15.5|2.1|8|1989|8
959|22.5|14.5|0|8|1989|8
960|22.5|11|0|8|1989|8
961|21|7.5|0|8|1989|8
962|23|6.5|0|8|1989|8
963|26|9|0|8|1989|8
964|27.5|13|0|8|1989|8
965|25|8.8|0|8|1989|8
966|23|6.3|0|8|1989|8
967|23.8|10.5|0|8|1989|8
968|24.8|14.5|0|8|1989|8
969|20.5|14|5.9|8|1989|8
970|21.5|12|5.3|8|1989|8
971|18.3|6.5|0|8|1989|8
972|18.8|7.5|0|8|1989|8
973|18.8|15.3|0|8|1989|8
974|24.5|10.8|0.7|8|1989|8
975|19.8|5.5|0|9|1989|9
976|19.3|9.3|0|9|1989|9
977|18.3|4|0|9|1989|9
978|18.5|9.3|0|9|1989|9
979|20.3|9.8|0|9|1989|9
980|22.3|8|0|9|1989|9
981|25|9|0|9|1989|9
982|26.3|10.5|0|9|1989|9
983|22|13.5|0.5|9|1989|9
984|16|12.8|1.1|9|1989|9
985|18.8|15.8|0|9|1989|9
986|19.5|13.3|0|9|1989|9
987|20.8|12.8|10.7|9|1989|9
988|18.8|8.8|1.5|9|1989|9
989|20.3|11.3|5.1|9|1989|9
990|20.8|15.5|1.8|9|1989|9
991|20.8|17.3|0.8|9|1989|9
992|20.3|13.8|0|9|1989|9
993|22.5|14|0.3|9|1989|9
994|19.3|9.5|0|9|1989|9
995|21.3|7.8|0|9|1989|9
996|24.8|13.3|0.1|9|1989|9
997|18.3|9.3|0|9|1989|9
998|17.8|11.5|0|9|1989|9
999|21|6.8|0|9|1989|9
1000|21.3|10.8|0|9|1989|9
1001|18.5|13.8|0.5|9|1989|9
1002|17.3|8.8|0.3|9|1989|9
1003|16|4.5|0|9|1989|9
1004|18|8.5|0|9|1989|9
1005|15.3|7.8|0|10|1989|10
1006|13.8|10|0|10|1989|10
1007|15.3|2.3|0|10|1989|10
1008|15|9.3|0|10|1989|10
1009|17.8|1|0|10|1989|10
1010|19.3|5.8|3.4|10|1989|10
1011|15.8|10.5|1|10|1989|10
1012|14|7.5|2.2|10|1989|10
1013|14.5|4.5|0|10|1989|10
1014|14.8|7.8|0.1|10|1989|10
1015|14.5|11|0.3|10|1989|10
1016|15.5|11.3|0.6|10|1989|10
1017|17.3|12.3|0|10|1989|10
1018|13.8|7.8|1.1|10|1989|10
1019|12.5|4|0|10|1989|10
1020|15|9.8|0|10|1989|10
1021|16.8|3|0|10|1989|10
1022|18.8|3.8|0|10|1989|10
1023|16.5|10.5|0|10|1989|10
1024|17.3|9.5|17.7|10|1989|10
1025|17|11.5|19.4|10|1989|10
1026|17.5|11|3.7|10|1989|10
1027|18.3|10.5|1.6|10|1989|10
1028|16|4.8|1|10|1989|10
1029|14.5|9.5|0|10|1989|10
1030|17|9.5|10|10|1989|10
1031|14.3|10.8|4.2|10|1989|10
1032|18.3|12.3|4.1|10|1989|10
1033|13.8|10|2.8|10|1989|10
1034|15.3|10|3.1|10|1989|10
1035|14.5|9.3|5.5|10|1989|10
1036|16.3|5.8|0|11|1989|11
1037|13.5|8.8|0.1|11|1989|11
1038|13.3|4.8|0|11|1989|11
1039|12|5.3|1.8|11|1989|11
1040|11.3|0.3|0.3|11|1989|11
1041|9.5|0.3|1.2|11|1989|11
1042|8.8|-0.3|0|11|1989|11
1043|11.5|7.3|6|11|1989|11
1044|14|3.3|0.7|11|1989|11
1045|11|7.3|5.2|11|1989|11
1046|14|10.8|1.9|11|1989|11
1047|15.3|5.5|0|11|1989|11
1048|15|3.8|0|11|1989|11
1049|8|5.8|0.2|11|1989|11
1050|8.5|6.3|0|11|1989|11
1051|10.5|2.8|0|11|1989|11
1052|10.3|3.8|0|11|1989|11
1053|8.8|4.8|0|11|1989|11
1054|12|4|0|11|1989|11
1055|11.8|6.5|0|11|1989|11
1056|11.5|6|0|11|1989|11
1057|9|6|0|11|1989|11
1058|9.3|-1|0|11|1989|11
1059|7|-4|0|11|1989|11
1060|6.5|-3|0|11|1989|11
1061|5.8|-7.3|0|11|1989|11
1062|4.8|-5.5|0|11|1989|11
1063|6|-5.8|0|11|1989|11
1064|6.3|-3.3|0|11|1989|11
1065|7.1|-4.5|0|11|1989|11
1066|7.3|-4.5|0|12|1989|12
1067|2.8|-3.8|0|12|1989|12
1068|5.3|0.8|0|12|1989|12
1069|4.5|0|0|12|1989|12
1070|7|2.5|0|12|1989|12
1071|8.5|0.3|0|12|1989|12
1072|7.3|3.3|0|12|1989|12
1073|7|4|0|12|1989|12
1074|5.8|-0.3|0.3|12|1989|12
1075|5.8|1.3|0|12|1989|12
1076|5.5|-1.3|0|12|1989|12
1077|8.3|-1.3|6.8|12|1989|12
1078|8.5|3.8|7.5|12|1989|12
1079|12|5.3|29|12|1989|12
1080|12.8|5.5|3.1|12|1989|12
1081|12.5|4.5|20.2|12|1989|12
1082|12.8|10|7.7|12|1989|12
1083|12|5|1.8|12|1989|12
1084|10.3|2.3|7.3|12|1989|12
1085|12|2.3|14.2|12|1989|12
1086|13.5|10.3|19.8|12|1989|12
1087|13.5|8|1.2|12|1989|12
1088|8|7.5|0.2|12|1989|12
1089|11.8|5.3|6.3|12|1989|12
1090|12.5|8.5|4.8|12|1989|12
1091|11.3|2.5|3.3|12|1989|12
1092|7.8|3.8|0|12|1989|12
1093|7.5|5.3|0|12|1989|12
1094|6.5|4.5|0|12|1989|12
1095|5|3.8|0|12|1989|12
1096|4.3|2.5|0|12|1989|12
1097|4|1.5|0|1|1990|1
1098|5.5|-3|1|1|1990|1
1099|9|3.5|0|1|1990|1
1100|5.1|2.5|0|1|1990|1
1101|8.8|1.8|0|1|1990|1
1102|9.5|6.8|1.1|1|1990|1
1103|11.3|2|12|1|1990|1
1104|9.5|2.8|0.8|1|1990|1
1105|10|0.5|0|1|1990|1
1106|10.5|8.8|0.3|1|1990|1
1107|10.3|9|0|1|1990|1
1108|11|5.3|0|1|1990|1
1109|7.8|0.3|4.4|1|1990|1
1110|6.5|-1|0.1|1|1990|1
1111|10.3|4.8|0.6|1|1990|1
1112|12|10.3|0|1|1990|1
1113|11.5|7|1.3|1|1990|1
1114|9.8|0.3|0|1|1990|1
1115|9|2|0|1|1990|1
1116|9.6|4|1.1|1|1990|1
1117|11.5|6|0.4|1|1990|1
1118|11.8|9.8|4.8|1|1990|1
1119|11.8|8.3|5.9|1|1990|1
1120|10.5|2.8|4.8|1|1990|1
1121|11.8|4.5|4.5|1|1990|1
1122|11.3|2.3|5.6|1|1990|1
1123|6.3|2|0|1|1990|1
1124|8.8|2|8.8|1|1990|1
1125|8.5|2.8|1.5|1|1990|1
1126|9|6.3|9.6|1|1990|1
1127|10.5|7|15|1|1990|1
1128|8.8|5.3|5|2|1990|2
1129|9|4.5|15|2|1990|2
1130|9.8|5.3|11.8|2|1990|2
1131|10|1.8|12.8|2|1990|2
1132|11.3|9|0|2|1990|2
1133|13.5|7|0|2|1990|2
1134|12|9|12.4|2|1990|2
1135|13.5|6.5|9.2|2|1990|2
1136|9.5|3.8|0|2|1990|2
1137|10.5|6|0|2|1990|2
1138|11.1|1.8|5.2|2|1990|2
1139|8.8|3.5|9.7|2|1990|2
1140|7.8|2.5|0.1|2|1990|2
1141|10.5|4.8|4.2|2|1990|2
1142|6.4|3.5|8.1|2|1990|2
1143|7.5|-1|0|2|1990|2
1144|10.8|1.8|0|2|1990|2
1145|12.8|4.5|1.9|2|1990|2
1146|11.8|5.3|0|2|1990|2
1147|12.8|10|0.3|2|1990|2
1148|13.5|6.2|3.8|2|1990|2
1149|11.3|6.3|0|2|1990|2
1150|15.8|4|0|2|1990|2
1151|17.5|8.5|0|2|1990|2
1152|13|5.5|1.1|2|1990|2
1153|11.5|7.5|8.7|2|1990|2
1154|10|3.8|1.2|2|1990|2
1155|8|4.5|0.5|2|1990|2
1156|11.8|2|3.7|3|1990|3
1157|7.5|-1|0.1|3|1990|3
1158|8|1|0.3|3|1990|3
1159|9.5|4|0|3|1990|3
1160|10.8|6|0|3|1990|3
1161|10.5|7.8|0|3|1990|3
1162|11.6|8.8|0|3|1990|3
1163|10.3|3.5|0|3|1990|3
1164|14|6.5|0|3|1990|3
1165|12.3|7.3|0|3|1990|3
1166|14.3|8|0|3|1990|3
1167|14.3|4.5|0|3|1990|3
1168|14.8|3.8|0|3|1990|3
1169|11.8|4|0.8|3|1990|3
1170|13.5|3|0|3|1990|3
1171|13.3|-0.8|0|3|1990|3
1172|16.8|7.3|0|3|1990|3
1173|21.3|6.5|0|3|1990|3
1174|20.8|11.8|0|3|1990|3
1175|12.8|4.3|3|3|1990|3
1176|14.8|8|0|3|1990|3
1177|14.3|8.5|0.2|3|1990|3
1178|12.3|4.3|0|3|1990|3
1179|11.8|9.3|0|3|1990|3
1180|12.3|3|0|3|1990|3
1181|10.5|-0.3|1|3|1990|3
1182|9.5|-2.3|0|3|1990|3
1183|9.5|3.3|0|3|1990|3
1184|1.5|-2|0|3|1990|3
1185|13.3|4.5|0|3|1990|3
1186|17.3|3|0|3|1990|3
1187|18.3|-2.3|0|4|1990|4
1188|19.3|10|0|4|1990|4
1189|17.3|1.3|4.3|4|1990|4
1190|8|-3.5|0.5|4|1990|4
1191|7.8|-5|0|4|1990|4
1192|10.3|-4.8|0|4|1990|4
1193|10.8|2|0|4|1990|4
1194|13|2.4|0|4|1990|4
1195|10.8|-2.3|0|4|1990|4
1196|11.5|2.3|0|4|1990|4
1197|14.2|5.2|0|4|1990|4
1198|14.8|9|0|4|1990|4
1199|14.3|4.3|4|4|1990|4
1200|9.3|0|4.3|4|1990|4
1201|10.5|3.5|2|4|1990|4
1202|12.3|3.5|0|4|1990|4
1203|11.5|1.5|1|4|1990|4
1204|11|1|2.9|4|1990|4
1205|11.5|5|2.2|4|1990|4
1206|11|1.5|1.3|4|1990|4
1207|13|7|1.4|4|1990|4
1208|16.3|8.3|1.7|4|1990|4
1209|16|6|0|4|1990|4
1210|17.5|3.3|0|4|1990|4
1211|18.3|2.5|0|4|1990|4
1212|18.8|6.8|0|4|1990|4
1213|12.8|4|1.4|4|1990|4
1214|13.8|-0.8|0|4|1990|4
1215|17.5|2.8|0|4|1990|4
1216|22.5|5|0|4|1990|4
1217|22.5|8.8|0|5|1990|5
1218|23.3|6.5|0|5|1990|5
1219|25.3|10.5|0|5|1990|5
1220|27.5|6.8|0|5|1990|5
1221|26.3|5.8|0|5|1990|5
1222|26.8|7.8|0|5|1990|5
1223|24|7|0|5|1990|5
1224|24|4|0|5|1990|5
1225|18.5|9.3|0|5|1990|5
1226|15|3|2.1|5|1990|5
1227|14.3|6|3.8|5|1990|5
1228|12.8|8.8|0|5|1990|5
1229|15|4.5|0|5|1990|5
1230|17.3|3|0|5|1990|5
1231|18.8|10.8|0.3|5|1990|5
1232|20|9.8|0|5|1990|5
1233|19.5|7.8|0|5|1990|5
1234|21|9.3|0|5|1990|5
1235|15|5.5|0|5|1990|5
1236|16.8|3|0|5|1990|5
1237|19.5|7.5|0|5|1990|5
1238|20.5|4|0|5|1990|5
1239|19.3|2.3|0|5|1990|5
1240|21.8|7.8|0|5|1990|5
1241|19.4|2|0|5|1990|5
1242|18.3|0.5|0|5|1990|5
1243|18.8|1.3|0|5|1990|5
1244|21.8|5.4|0|5|1990|5
1245|21.8|10|0|5|1990|5
1246|20.3|11|0|5|1990|5
1247|19.8|8.8|0|5|1990|5
1248|24.5|7.5|0|6|1990|6
1249|21.8|9.5|4.5|6|1990|6
1250|17.8|11.3|0|6|1990|6
1251|16.3|8.3|2.2|6|1990|6
1252|17.8|5.3|0|6|1990|6
1253|15.5|9.5|2.3|6|1990|6
1254|15.5|4|0.1|6|1990|6
1255|15.9|6|5.5|6|1990|6
1256|14|8|6.6|6|1990|6
1257|17.3|11.8|0.7|6|1990|6
1258|20.3|11.5|0|6|1990|6
1259|15|4.8|0|6|1990|6
1260|13.8|9.5|0|6|1990|6
1261|14|8.5|0|6|1990|6
1262|16.5|7.3|0|6|1990|6
1263|18.8|10.3|0|6|1990|6
1264|21|9.3|0|6|1990|6
1265|22|11.5|0|6|1990|6
1266|19.5|12.3|0.4|6|1990|6
1267|20.5|6.3|0|6|1990|6
1268|19|10.5|1.6|6|1990|6
1269|15.5|10.5|13.3|6|1990|6
1270|18.8|10.5|2.9|6|1990|6
1271|17.8|7.3|0.5|6|1990|6
1272|17.5|14.3|0|6|1990|6
1273|22|14.8|0|6|1990|6
1274|23.3|15.5|0|6|1990|6
1275|23|9.8|0|6|1990|6
1276|19.5|6|0|6|1990|6
1277|21.3|13|0|6|1990|6
1278|19.8|12.8|4.1|7|1990|7
1279|17|9|0|7|1990|7
1280|17.5|5.5|0|7|1990|7
1281|19|9|2.9|7|1990|7
1282|17|11.3|3.7|7|1990|7
1283|17.5|9.5|0|7|1990|7
1284|19|12.3|1|7|1990|7
1285|22.3|16.8|0|7|1990|7
1286|25|11.5|0|7|1990|7
1287|17.5|10.8|0|7|1990|7
1288|19.8|8.5|0|7|1990|7
1289|27.5|12.4|0|7|1990|7
1290|28.5|12|0|7|1990|7
1291|26.3|13|0|7|1990|7
1292|25.4|9.5|0|7|1990|7
1293|31|15|0|7|1990|7
1294|24.8|10.8|0|7|1990|7
1295|25.3|9.3|0|7|1990|7
1296|28|9.5|0|7|1990|7
1297|29.5|10.8|0|7|1990|7
1298|31.3|12.3|0|7|1990|7
1299|32|14.3|0|7|1990|7
1300|23.8|12.5|0|7|1990|7
1301|25|7.3|0|7|1990|7
1302|25|6.8|0|7|1990|7
1303|26.3|8.4|0|7|1990|7
1304|24|13.3|0|7|1990|7
1305|25.4|13.8|0.1|7|1990|7
1306|25.8|11.5|0|7|1990|7
1307|24.5|16|0|7|1990|7
1308|24|13.3|0|7|1990|7
1309|27|10.8|0|8|1990|8
1310|31.3|14.3|0|8|1990|8
1311|33.5|13.8|0|8|1990|8
1312|35.5|16.3|0|8|1990|8
1313|33|12.8|0|8|1990|8
1314|23.8|9.5|0|8|1990|8
1315|21.8|10|0|8|1990|8
1316|22|6.3|0|8|1990|8
1317|25.3|12.8|0|8|1990|8
1318|26|13.8|0|8|1990|8
1319|26|13.3|0|8|1990|8
1320|26.3|12.3|0|8|1990|8
1321|29|13|0|8|1990|8
1322|25|13.8|0|8|1990|8
1323|22.3|14.5|0.1|8|1990|8
1324|21.8|12.5|3.9|8|1990|8
1325|20|10.3|0|8|1990|8
1326|20|12.8|5.6|8|1990|8
1327|18|14|12.2|8|1990|8
1328|21.5|12.8|4.3|8|1990|8
1329|20.3|14|0|8|1990|8
1330|21.8|12|0|8|1990|8
1331|26|14.8|0|8|1990|8
1332|27.3|13.8|0|8|1990|8
1333|27.5|16.5|0|8|1990|8
1334|25.8|14.3|0|8|1990|8
1335|26.8|14.5|0.7|8|1990|8
1336|24.5|13.5|0|8|1990|8
1337|26.5|12.3|0|8|1990|8
1338|29|9.5|0.7|8|1990|8
1339|20.5|6.8|0|8|1990|8
1340|19.5|13.4|0|9|1990|9
1341|22.8|12.8|0|9|1990|9
1342|24.3|9.5|0|9|1990|9
1343|23.8|9.3|0|9|1990|9
1344|19.5|7|0|9|1990|9
1345|19.5|14|0.3|9|1990|9
1346|18.5|11.5|0|9|1990|9
1347|19.8|7.8|0|9|1990|9
1348|19|4.5|0|9|1990|9
1349|22|6.5|0|9|1990|9
1350|20.8|8.3|0|9|1990|9
1351|22|8.3|0|9|1990|9
1352|21.5|6.8|0|9|1990|9
1353|22.5|6.3|0|9|1990|9
1354|21.5|11.5|0|9|1990|9
1355|19.5|9.3|0|9|1990|9
1356|17.5|10.3|0|9|1990|9
1357|14.8|7|1.6|9|1990|9
1358|20.8|11.5|1.5|9|1990|9
1359|16|6.5|0|9|1990|9
1360|15.5|9|0|9|1990|9
1361|15|8.8|2|9|1990|9
1362|14|8|0|9|1990|9
1363|15.3|5.8|0.4|9|1990|9
1364|16.3|8.3|0|9|1990|9
1365|16.5|1.5|0|9|1990|9
1366|17|1|0|9|1990|9
1367|16|2.5|0|9|1990|9
1368|20.3|7.5|0.1|9|1990|9
1369|17.3|13.5|10|9|1990|9
1370|20.3|5.8|8.2|10|1990|10
1371|16.5|8.5|0|10|1990|10
1372|18.3|13.5|2.3|10|1990|10
1373|14.5|6.5|2.9|10|1990|10
1374|16|10.3|1.6|10|1990|10
1375|17.5|14|0.5|10|1990|10
1376|16.8|6.3|0.8|10|1990|10
1377|13.3|-0.5|0|10|1990|10
1378|13.3|5.5|0|10|1990|10
1379|15.3|11.3|0|10|1990|10
1380|17.3|12.5|0|10|1990|10
1381|17.8|4|0|10|1990|10
1382|23|11|0|10|1990|10
1383|22.5|14|0.1|10|1990|10
1384|20.3|13|0|10|1990|10
1385|20|11.8|1.7|10|1990|10
1386|18|10.3|0.2|10|1990|10
1387|16.8|13.5|4.6|10|1990|10
1388|15|12.3|10.1|10|1990|10
1389|15.3|9.3|0|10|1990|10
1390|16.8|11.3|0|10|1990|10
1391|14|9.8|0|10|1990|10
1392|12.5|6.5|0|10|1990|10
1393|16.5|9.3|0|10|1990|10
1394|14.8|4.8|0.2|10|1990|10
1395|15.3|4.8|10.8|10|1990|10
1396|11.5|6.5|5.4|10|1990|10
1397|12.3|9|8.6|10|1990|10
1398|11.8|3.3|0|10|1990|10
1399|10.8|4.3|2.5|10|1990|10
1400|13|7.3|0|10|1990|10
1401|12.5|5.5|0|11|1990|11
1402|12|2.8|0|11|1990|11
1403|9.5|2.4|1|11|1990|11
1404|8.5|2.3|1|11|1990|11
1405|9.3|0.3|0|11|1990|11
1406|10.3|-1.3|0|11|1990|11
1407|10.8|1.8|0|11|1990|11
1408|9.8|1|0|11|1990|11
1409|9|1.3|0|11|1990|11
1410|12.5|4.8|1|11|1990|11
1411|13.8|7.5|0.8|11|1990|11
1412|13|10|1.1|11|1990|11
1413|14.3|12|1|11|1990|11
1414|15.5|10.8|3.4|11|1990|11
1415|13.8|9|0|11|1990|11
1416|14|9.5|0|11|1990|11
1417|15.5|12.8|0.5|11|1990|11
1418|14.8|9|0.2|11|1990|11
1419|11|5|0|11|1990|11
1420|9|3|4.2|11|1990|11
1421|7.3|0.8|0.3|11|1990|11
1422|5.8|1|0.2|11|1990|11
1423|3|1.8|0|11|1990|11
1424|7|2.3|9|11|1990|11
1425|6|-0.3|0.3|11|1990|11
1426|8.8|1|5.8|11|1990|11
1427|7.8|5.5|1.5|11|1990|11
1428|7|0|0.1|11|1990|11
1429|7.3|3.3|0.2|11|1990|11
1430|7.5|2.5|0|11|1990|11
1431|7.5|4.3|0.1|12|1990|12
1432|7|3.5|0|12|1990|12
1433|5.8|4.5|0|12|1990|12
1434|7|1|0|12|1990|12
1435|7.8|0.5|0|12|1990|12
1436|7.8|-3.5|0|12|1990|12
1437|6.3|-2|0|12|1990|12
1438|8|0.3|2.8|12|1990|12
1439|1|-1|3.4|12|1990|12
1440|6.3|0.5|8|12|1990|12
1441|6.5|4.5|0.4|12|1990|12
1442|9|4|1.2|12|1990|12
1443|5.5|1.5|0|12|1990|12
1444|6|-0.8|0|12|1990|12
1445|1.5|-4.5|0|12|1990|12
1446|5|-2|0.8|12|1990|12
1447|5|-2.5|0|12|1990|12
1448|2.3|-0.5|0|12|1990|12
1449|2.5|-0.3|0|12|1990|12
1450|5.3|0.5|0|12|1990|12
1451|9.3|5|7|12|1990|12
1452|11.3|9|0.3|12|1990|12
1453|10.3|8|0|12|1990|12
